"card_id","card_name","card_type","card_color","mana_cost","rarity","price","set_name","image_url","thumbnail_url"
"eb363654-2004-4db8-bbd2-5b121da4f2a0","A-Acererak the Archlich","Legendary Creature — Zombie Wizard","B","{2}{B}","mythic",-1.0,"Adventures in the Forgotten Realms","https://cards.scryfall.io/large/front/e/b/eb363654-2004-4db8-bbd2-5b121da4f2a0.jpg?1681158256","https://cards.scryfall.io/art_crop/front/e/b/eb363654-2004-4db8-bbd2-5b121da4f2a0.jpg?1681158256"
"edf13945-1abe-4b61-ac87-68ab949c0a10","Elvish Champion","Creature — Elf","G","{1}{G}{G}","rare",-1.0,"Salvat 2005","https://cards.scryfall.io/large/front/e/d/edf13945-1abe-4b61-ac87-68ab949c0a10.jpg?1562084712","https://cards.scryfall.io/art_crop/front/e/d/edf13945-1abe-4b61-ac87-68ab949c0a10.jpg?1562084712"
"f07c4821-c964-405f-a5bb-a25293e4b2d7","Wrath of God","Sorcery","W","{2}{W}{W}","rare",59.98,"Fourth Edition Foreign Black Border","https://cards.scryfall.io/large/front/f/0/f07c4821-c964-405f-a5bb-a25293e4b2d7.jpg?1557431142","https://cards.scryfall.io/art_crop/front/f/0/f07c4821-c964-405f-a5bb-a25293e4b2d7.jpg?1557431142"
"f34c9b03-8802-40b7-9b78-17885f55b43f","Mystery Key","Artifact — Equipment","U","{1}{U}","uncommon",0.07,"The List","https://cards.scryfall.io/large/front/f/3/f34c9b03-8802-40b7-9b78-17885f55b43f.jpg?1706295712","https://cards.scryfall.io/art_crop/front/f/3/f34c9b03-8802-40b7-9b78-17885f55b43f.jpg?1706295712"
"f52471b8-c962-496e-8634-127337eede01","Aragorn, the Uniter","Legendary Creature — Human Noble","GRUW","{R}{G}{W}{U}","mythic",8.68,"The Lord of the Rings: Tales of Middle-earth","https://cards.scryfall.io/large/front/f/5/f52471b8-c962-496e-8634-127337eede01.jpg?1686972500","https://cards.scryfall.io/art_crop/front/f/5/f52471b8-c962-496e-8634-127337eede01.jpg?1686972500"
"f5e13dad-e326-4b8e-91c7-dc0d6c3bf51d","Captain Storm, Cosmium Raider","Legendary Creature — Human Pirate","RU","{U}{R}","uncommon",0.05,"The Lost Caverns of Ixalan","https://cards.scryfall.io/large/front/f/5/f5e13dad-e326-4b8e-91c7-dc0d6c3bf51d.jpg?1699044767","https://cards.scryfall.io/art_crop/front/f/5/f5e13dad-e326-4b8e-91c7-dc0d6c3bf51d.jpg?1699044767"
"f76514aa-3cc1-4d5f-ba33-d933a36920a4","Helm of Kaldra","Legendary Artifact — Equipment","Colorless","{3}","rare",3.38,"Fifth Dawn","https://cards.scryfall.io/large/front/f/7/f76514aa-3cc1-4d5f-ba33-d933a36920a4.jpg?1562880773","https://cards.scryfall.io/art_crop/front/f/7/f76514aa-3cc1-4d5f-ba33-d933a36920a4.jpg?1562880773"
"f826da19-e1bd-4494-94c0-1fbea79f4d46","Rise from the Grave","Sorcery","B","{4}{B}","uncommon",0.13,"Duel Decks Anthology: Garruk vs. Liliana","https://cards.scryfall.io/large/front/f/8/f826da19-e1bd-4494-94c0-1fbea79f4d46.jpg?1562953806","https://cards.scryfall.io/art_crop/front/f/8/f826da19-e1bd-4494-94c0-1fbea79f4d46.jpg?1562953806"
"f9f3ecff-2d67-4676-8706-9191d67215fc","Overlord of the Hauntwoods","Enchantment Creature — Avatar Horror","G","{3}{G}{G}","mythic",-1.0,"Duskmourn: House of Horror","https://cards.scryfall.io/large/front/f/9/f9f3ecff-2d67-4676-8706-9191d67215fc.jpg?1726287406","https://cards.scryfall.io/art_crop/front/f/9/f9f3ecff-2d67-4676-8706-9191d67215fc.jpg?1726287406"
"faf5e4b8-3bb9-4a4c-b8fa-2cae5372ba24","Vedalken Entrancer","Creature — Vedalken Wizard","U","{3}{U}","common",0.03,"Ravnica: City of Guilds","https://cards.scryfall.io/large/front/f/a/faf5e4b8-3bb9-4a4c-b8fa-2cae5372ba24.jpg?1598914614","https://cards.scryfall.io/art_crop/front/f/a/faf5e4b8-3bb9-4a4c-b8fa-2cae5372ba24.jpg?1598914614"
"fbd48dac-0a1a-49c4-8daf-11972b990454","Encroach","Sorcery","B","{B}","uncommon",0.35,"Urza's Destiny","https://cards.scryfall.io/large/front/f/b/fbd48dac-0a1a-49c4-8daf-11972b990454.jpg?1595573354","https://cards.scryfall.io/art_crop/front/f/b/fbd48dac-0a1a-49c4-8daf-11972b990454.jpg?1595573354"
"fc1dfbfc-90e0-48fa-98f1-39929f823619","Envoy of the Ancestors","Creature — Human Cleric","W","{2}{W}","uncommon",0.2,"Modern Horizons 3","https://cards.scryfall.io/large/front/f/c/fc1dfbfc-90e0-48fa-98f1-39929f823619.jpg?1717011383","https://cards.scryfall.io/art_crop/front/f/c/fc1dfbfc-90e0-48fa-98f1-39929f823619.jpg?1717011383"
"fd4c1ff9-fbbc-4e72-b695-58876a43ec99","Rampant Growth","Sorcery","G","{1}{G}","rare",-1.0,"Wizards Play Network 2023","https://cards.scryfall.io/large/front/f/d/fd4c1ff9-fbbc-4e72-b695-58876a43ec99.jpg?1733148405","https://cards.scryfall.io/art_crop/front/f/d/fd4c1ff9-fbbc-4e72-b695-58876a43ec99.jpg?1733148405"
